#,trigger date,trigger time (t_0),class,goes t_begin,goes t_max,goes t_end,kw-sun,light curve
67,1998-10-28,13:15:30.275 (47730.275),C2.3,13:13,13:19,13:24,http://www.ioffe.ru/LEA/kwsun/1998/19981028_47730.html,https://www.ioffe.ru/LEA/Solar/2SOL19981028T47730.pdf
68,1998-11-05,06:14:36.308 (22476.308),C2.7,06:09,06:14,06:16,http://www.ioffe.ru/LEA/kwsun/1998/19981105_22476.html,https://www.ioffe.ru/LEA/Solar/2SOL19981105T22476.pdf
69,1998-11-05,11:37:33.435 (41853.435),C2.8,11:33,11:38,11:52,http://www.ioffe.ru/LEA/kwsun/1998/19981105_41853.html,https://www.ioffe.ru/LEA/Solar/2SOL19981105T41853.pdf
70,1998-11-05,13:34:42.668 (48882.668),M1.5,13:30,13:36,13:39,http://www.ioffe.ru/LEA/kwsun/1998/19981105_48882.html,https://www.ioffe.ru/LEA/Solar/2SOL19981105T48882.pdf
71,1998-11-06,08:30:48.323 (30648.323),C3.5,08:28,08:33,08:35,http://www.ioffe.ru/LEA/kwsun/1998/19981106_30648.html,https://www.ioffe.ru/LEA/Solar/2SOL19981106T30648.pdf
72,1998-11-06,12:04:05.554 (43445.554),C6.4,12:01,12:06,12:10,http://www.ioffe.ru/LEA/kwsun/1998/19981106_43445.html,https://www.ioffe.ru/LEA/Solar/2SOL19981106T43445.pdf
73,1998-11-06,15:10:21.278 (54621.278),M1.7,15:07,15:11,15:13,http://www.ioffe.ru/LEA/kwsun/1998/19981106_54621.html,https://www.ioffe.ru/LEA/Solar/2SOL19981106T54621.pdf
74,1998-11-06,22:07:50.866 (79670.866),C9.4,22:05,22:09,22:11,http://www.ioffe.ru/LEA/kwsun/1998/19981106_79670.html,https://www.ioffe.ru/LEA/Solar/2SOL19981106T79670.pdf
75,1998-11-07,11:04:38.971 (39878.971),M2.4,11:02,11:06,11:09,http://www.ioffe.ru/LEA/kwsun/1998/19981107_39878.html,https://www.ioffe.ru/LEA/Solar/2SOL19981107T39878.pdf
76,1998-11-08,22:55:15.306 (82515.306),M1.1,22:37,22:56,23:10,http://www.ioffe.ru/LEA/kwsun/1998/19981108_82515.html,https://www.ioffe.ru/LEA/Solar/2SOL19981108T82515.pdf
77,1998-11-10,06:52:27.624 (24747.624),C3.3,06:49,06:53,06:56,http://www.ioffe.ru/LEA/kwsun/1998/19981110_24747.html,https://www.ioffe.ru/LEA/Solar/2SOL19981110T24747.pdf
78,1998-11-12,05:26:53.864 (19613.864),M1.0,05:23,05:28,05:30,http://www.ioffe.ru/LEA/kwsun/1998/19981112_19613.html,https://www.ioffe.ru/LEA/Solar/2SOL19981112T19613.pdf
79,1998-11-16,20:14:42.005 (72882.005),C7.9,20:09,20:15,20:18,http://www.ioffe.ru/LEA/kwsun/1998/19981116_72882.html,https://www.ioffe.ru/LEA/Solar/2SOL19981116T72882.pdf
80,1998-11-22,06:36:33.669 (23793.669),X3.7,06:30,06:42,06:49,http://www.ioffe.ru/LEA/kwsun/1998/19981122_23793.html,https://www.ioffe.ru/LEA/Solar/2SOL19981122T23793.pdf
81,1998-11-22,16:16:59.364 (58619.364),X2.5,16:10,16:23,16:32,http://www.ioffe.ru/LEA/kwsun/1998/19981122_58619.html,https://www.ioffe.ru/LEA/Solar/2SOL19981122T58619.pdf
82,1998-11-23,06:34:32.275 (23672.275),X2.2,06:28,06:44,06:58,http://www.ioffe.ru/LEA/kwsun/1998/19981123_23672.html,https://www.ioffe.ru/LEA/Solar/2SOL19981123T23672.pdf
83,1998-11-24,02:11:31.959 (7891.959),X1.0,02:07,02:20,02:37,http://www.ioffe.ru/LEA/kwsun/1998/19981124_07891.html,https://www.ioffe.ru/LEA/Solar/2SOL19981124T07891.pdf
84,1998-11-27,07:36:22.530 (27382.530),M1.6,07:21,07:43,07:57,http://www.ioffe.ru/LEA/kwsun/1998/19981127_27382.html,https://www.ioffe.ru/LEA/Solar/2SOL19981127T27382.pdf
85,1998-11-30,10:15:49.357 (36949.357),C3.7,10:12,10:16,10:20,http://www.ioffe.ru/LEA/kwsun/1998/19981130_36949.html,https://www.ioffe.ru/LEA/Solar/2SOL19981130T36949.pdf
86,1998-12-13,05:15:14.551 (18914.551),C3.0,05:12,05:16,05:18,http://www.ioffe.ru/LEA/kwsun/1998/19981213_18914.html,https://www.ioffe.ru/LEA/Solar/2SOL19981213T18914.pdf
87,1998-12-17,07:42:59.899 (27779.899),M3.2,07:40,07:45,07:49,http://www.ioffe.ru/LEA/kwsun/1998/19981217_27779.html,https://www.ioffe.ru/LEA/Solar/2SOL19981217T27779.pdf
88,1998-12-18,12:51:13.605 (46273.605),C2.9,12:47,12:52,12:54,http://www.ioffe.ru/LEA/kwsun/1998/19981218_46273.html,https://www.ioffe.ru/LEA/Solar/2SOL19981218T46273.pdf
89,1998-12-24,11:40:40.661 (42040.661),M1.7,11:29,11:45,12:14,http://www.ioffe.ru/LEA/kwsun/1998/19981224_42040.html,https://www.ioffe.ru/LEA/Solar/2SOL19981224T42040.pdf
90,1998-12-26,05:58:16.168 (21496.168),C7.8,05:55,05:59,06:01,http://www.ioffe.ru/LEA/kwsun/1998/19981226_21496.html,https://www.ioffe.ru/LEA/Solar/2SOL19981226T21496.pdf
91,1998-12-28,05:46:37.759 (20797.759),M3.1,05:45,05:48,05:59,http://www.ioffe.ru/LEA/kwsun/1998/19981228_20797.html,https://www.ioffe.ru/LEA/Solar/2SOL19981228T20797.pdf
